Field Id,Organization,City,State,Latitude,Longitude,Prod Year,Seed Class,Variety,Area,Area Unit,Location,Organization Modified,Variety Modified
Oyo2271-2018,IITA,Ibadan,Oyo,7.5112552,3.7192015,2018,Foundation Seed,TMEB419,0.7,Ha,"7.5112552,3.7192015",IITA,TMEB419
Oyo1271-2018,IITA,Ibadan,Oyo,7.5112605,3.7188153,2018,Foundation Seed,TMEB419,1.6,Ha,"7.5112605,3.7188153",IITA,TMEB419
Oyo1106-2018,IITA,Ibadan,Oyo,7.5103723,3.7185149,2018,Foundation Seed,TMEB419,1.4,Ha,"7.5103723,3.7185149",IITA,TMEB419
Oyo2889-2018,IITA,Ibadan,Oyo,7.5106329,3.7186222,2018,Foundation Seed,TMS-IBA070539,0.6,Ha,"7.5106329,3.7186222",IITA,Others
Oyo2537-2018,IITA,Ibadan,Oyo,7.5103564,3.7194108,2018,Foundation Seed,Sunshine,0.5,Ha,"7.5103564,3.7194108",IITA,Sunshine
Oyo1521-2018,IITA,Ibadan,Oyo,7.5107659,3.7183701,2018,Foundation Seed,TMEB419,1.6,Ha,"7.5107659,3.7183701",IITA,TMEB419
Osu9497-2018,IITA,Ikoyi,Osun,7.2486161,4.3190565,2018,Breeder Seed,Fineface,0.37,Ha,"7.2486161,4.3190565",IITA,Fineface
Osu1188-2018,IITA,Ikoyi,Osun,7.254874,4.3324893,2018,Breeder Seed,Farmers_Pride,0.22,Ha,"7.254874,4.3324893",IITA,Farmer's Pride
OSU2671-2018,IITA,Ikoyi,Osun,7.237148,4.143465,2018,Breeder Seed,TMS-IBA010040,0.3,Ha,"7.237148,4.143465",IITA,Others
Osu7968-2018,IITA,Ikoyi,Osun,7.254874,4.3324893,2018,Breeder Seed,TMEB419,0.97,Ha,"7.254874,4.3324893",IITA,TMEB419
Osu2958-2018,IITA,Ikoyi,Osun,7.2539481,4.3322855,2018,Breeder Seed,Sunshine,0.34,Ha,"7.2539481,4.3322855",IITA,Sunshine
Osu1691-2018,IITA,Ikoyi,Osun,7.2540119,4.333294,2018,Breeder Seed,Fineface,0.13,Ha,"7.2540119,4.333294",IITA,Fineface
Osu2509-2018,IITA,Ikoyi,Osun,7.2530221,4.333176,2018,Breeder Seed,TMS-IBA010040,0.2,Ha,"7.2530221,4.333176",IITA,Others
Osu7075-2018,IITA,Ikoyi,Osun,7.2526496,4.3338304,2018,Breeder Seed,Farmers_Pride,0.09,Ha,"7.2526496,4.3338304",IITA,Farmer's Pride
Osu9454-2018,IITA,Ikoyi,Osun,7.252458,4.3341845,2018,Breeder Seed,Dixon,0.03,Ha,"7.252458,4.3341845",IITA,Dixon
OSU2141-2018,IITA,Ikoyi,Osun,7.1,4.2,2018,Breeder Seed,TMS-IBA010040,0.68,Ha,"7.1,4.2",IITA,Others
Osu7361-2018,IITA,Ikoyi,Osun,7.251894,4.3336802,2018,Breeder Seed,Fineface,0.38,Ha,"7.251894,4.3336802",IITA,Fineface
Osu7458-2018,IITA,Ikoyi,Osun,7.254672,4.3330793,2018,Breeder Seed,Dixon,0.16,Ha,"7.254672,4.3330793",IITA,Dixon
Osu1583-2018,IITA,Ikoyi,Osun,7.2539483,4.3330364,2018,Breeder Seed,Farmers_Pride,0.02,Ha,"7.2539483,4.3330364",IITA,Farmer's Pride
Ben2614-2018,KHF,Gboko,Benue,7.070296666666667,9.368003333333332,2018,Foundation Seed,TMS-IBA011368,0.8,Ha,"7.070296666666667,9.368003333333332",KHF,Others
Ben2226-2018,KHF,Gboko,Benue,7.073581666666667,9.372523333333334,2018,Foundation Seed,TMEB419,0.8,Ha,"7.073581666666667,9.372523333333334",KHF,TMEB419
Ben1976-2018,KHF,Gboko,Benue,6.984453333333333,9.386683333333334,2018,Foundation Seed,TMEB419,1.0,Ha,"6.984453333333333,9.386683333333334",KHF,TMEB419
Ben2868-2018,KHF,Gboko,Benue,7.073033333333332,9.007443333333333,2018,Foundation Seed,TMEB419,0.5,Ha,"7.073033333333332,9.007443333333333",KHF,TMEB419
Ben2761-2018,KHF,Gboko,Benue,7.192633333333333,9.017251666666668,2018,Foundation Seed,TMS-IBA011368,0.7,Ha,"7.192633333333333,9.017251666666668",KHF,Others
Ben4047-2018,VSE,Makurdi,Benue,7.266239999999999,8.364605000000001,2018,Foundation Seed,TMS-IBA010040,0.25,Ha,"7.266239999999999,8.364605000000001",VSE,Others
Ben2162-2018,VSE,Makurdi,Benue,7.266006666666668,8.364728333333334,2018,Foundation Seed,Sunshine,0.25,Ha,"7.266006666666668,8.364728333333334",VSE,Sunshine
Ben1014-2018,VSE,Makurdi,Benue,7.293156666666666,8.396790000000001,2018,Certified Seed,TMEB419,0.5,Ha,"7.293156666666666,8.396790000000001",VSE,TMEB419
Ben1552-2018,VSE,Makurdi,Benue,7.293045000000001,8.39703,2018,Certified Seed,Dixon,0.25,Ha,"7.293045000000001,8.39703",VSE,Dixon
Ben1519-2018,VSE,Makurdi,Benue,7.302511666666667,8.427931666666666,2018,Certified Seed,Dixon,0.6,Ha,"7.302511666666667,8.427931666666666",VSE,Dixon
Ben2599-2018,VSE,Makurdi,Benue,7.302711666666666,8.429319999999999,2018,Certified Seed,TMEB419,0.4,Ha,"7.302711666666666,8.429319999999999",VSE,TMEB419
Ben1346-2018,VSE,Makurdi,Benue,7.302771666666667,8.429678333333333,2018,Certified Seed,TMEB419,1.0,Ha,"7.302771666666667,8.429678333333333",VSE,TMEB419
Ben8634-2018,VSE,Makurdi,Benue,7.268696666666667,8.457928333333333,2018,Certified Seed,TMEB419,0.6,Ha,"7.268696666666667,8.457928333333333",VSE,TMEB419
Ben1265-2018,VSE,Makurdi,Benue,7.280784999999999,8.484813333333333,2018,Certified Seed,TMEB419,0.8,Ha,"7.280784999999999,8.484813333333333",VSE,TMEB419
Ben2574-2018,VSE,Makurdi,Benue,7.300181666666666,8.505555,2018,Certified Seed,Dixon,0.8,Ha,"7.300181666666666,8.505555",VSE,Dixon
Ben2701-2018,VSE,Makurdi,Benue,7.323065000000001,8.48331,2018,Certified Seed,TMEB419,1.0,Ha,"7.323065000000001,8.48331",VSE,TMEB419
Ben1331-2018,VSE,Makurdi,Benue,7.346298333333334,8.510651666666666,2018,Certified Seed,TMEB419,1.0,Ha,"7.346298333333334,8.510651666666666",VSE,TMEB419
Ben2305-2018,VSE,Makurdi,Benue,7.346878333333333,8.552251666666667,2018,Certified Seed,Dixon,0.53,Ha,"7.346878333333333,8.552251666666667",VSE,Dixon
Ben4828-2018,VSE,Makurdi,Benue,7.355053333333332,8.563105,2018,Certified Seed,TMEB419,0.5,Ha,"7.355053333333332,8.563105",VSE,TMEB419
Ben9305-2018,VSE,Makurdi,Benue,7.353633333333333,8.563795,2018,Certified Seed,TMEB419,0.5,Ha,"7.353633333333333,8.563795",VSE,TMEB419
Ben1755-2018,VSE,Makurdi,Benue,7.408921666666667,8.592278333333333,2018,Certified Seed,TMEB419,1.0,Ha,"7.408921666666667,8.592278333333333",VSE,TMEB419
Ben1025-2018,VSE,Makurdi,Benue,7.499751666666667,8.621951666666666,2018,Certified Seed,TMEB419,1.0,Ha,"7.499751666666667,8.621951666666666",VSE,TMEB419
Ben9096-2018,VSE,Makurdi,Benue,7.674811666666667,8.538391666666666,2018,Certified Seed,TMEB419,,Ha,"7.674811666666667,8.538391666666666",VSE,TMEB419
BEN2191-2018,VSE,Makurdi,Benue,7.836173,8.633421,2018,Certified Seed,TMEB419,1.0,Ha,"7.836173,8.633421",VSE,TMEB419
Ben2328-2018,VSE,Makurdi,Benue,7.266273333333333,8.364681666666666,2018,Certified Seed,TMS-IBA010040,0.25,Ha,"7.266273333333333,8.364681666666666",VSE,Others
Ben7281-2018,VSE,Makurdi,Benue,7.34627,8.510355,2018,Certified Seed,TMEB419,1.0,Ha,"7.34627,8.510355",VSE,TMEB419
Ben2691-2018,VSE,Makurdi,Benue,7.280483333333333,8.485308333333334,2018,Certified Seed,TMEB419,0.8,Ha,"7.280483333333333,8.485308333333334",VSE,TMEB419
Ben1538-2018,VSE,Makurdi,Benue,7.322919999999999,8.483713333333332,2018,Certified Seed,TMEB419,1.0,Ha,"7.322919999999999,8.483713333333332",VSE,TMEB419
Ben5853-2017,VSE,Otukpo,Benue,7.3438504,9.0038296,2017,Certified Seed,Dixon,1.2,Ha,"7.3438504,9.0038296",VSE,Dixon
Ben2325-2017,VSE,Otukpo,Benue,7.354865000000001,9.002763333333332,2017,Certified Seed,TMS-IBA010040,1.2,Ha,"7.354865000000001,9.002763333333332",VSE,Others
Ben1155-2018,JDPC OTUKPO _VSE,Otukpo,Benue,7.285651666666666,8.197341666666667,2018,Foundation Seed,TMEB419,4.0,Ha,"7.285651666666666,8.197341666666667",JDPC,TMEB419
Ben2747-2018,JDPC Otukpo _VSE,Otukpo,Benue,7.286301666666666,8.197803333333333,2018,Foundation Seed,Dixon,2.0,Ha,"7.286301666666666,8.197803333333333",JDPC,Dixon
Ben2274-2018,FJDP KATSINA-ALA,Katsina-Ala,Benue,7.18904,9.315006666666669,2018,Certified Seed,TMEB419,1.4,Ha,"7.18904,9.315006666666669",FJDP,TMEB419
Ben6054-2018,FJDP Katsina-ala,Katsina-Ala Town,Benue,7.107526666666667,9.327553333333332,2018,Certified Seed,TMEB419,0.8,,"7.107526666666667,9.327553333333332",FJDP,TMEB419
Ben2807-2018,FJDP Katsina-ala,Amaafu,Benue,7.26798,9.498315,2018,Certified Seed,TMEB419,0.4,Ha,"7.26798,9.498315",FJDP,TMEB419
Ben1315-2018,FJDP Katsina-ala,Zaki Biam,Benue,7.622244999999999,9.679506666666668,2018,Certified Seed,TMEB419,0.9,Ha,"7.622244999999999,9.679506666666668",FJDP,TMEB419
Ben2764-2018,FJDP Katsina-ala,Zaki Biam,Benue,7.641418333333333,9.63438,2018,Certified Seed,TMEB419,1.1,Ha,"7.641418333333333,9.63438",FJDP,TMEB419
BEN1145-2018,FJDP Katsina-ala,Abeda Shitile,Benue,7.686778333333333,9.273861666666669,2018,Certified Seed,Dixon,10000.0,Ha,"7.686778333333333,9.273861666666669",FJDP,Dixon
Ben1837-2018,FJDP Katsina-ala,Abeda Shitile,Benue,7.689593333333333,9.278506666666669,2018,Certified Seed,Dixon,0.4,Ha,"7.689593333333333,9.278506666666669",FJDP,Dixon
Ben2643-2018,FJDP Katsina-ala,Abeda Shitile,Benue,7.69784,9.284881666666667,2018,Certified Seed,TMS-IBA011368,4000.0,,"7.69784,9.284881666666667",FJDP,Others
OSU1428-2019,IITA,Ikoyi,Osun,7.21535,4.216482,2019,Breeder Seed,TMEB419,0.18,Ha,"7.21535,4.216482",IITA,TMEB419
Osu8239-2019,IITA CBU,Ikoyi,Osun,6.461328,3.381371,2019,Breeder Seed,Ayaya,0.35,Ha,"6.461328,3.381371",IITA,Ayaya
Osu1054-2019,IITA,Ikoyi,Osun,7.2527882,4.3342702,2019,Breeder Seed,Farmers_Pride,0.33,Ha,"7.2527882,4.3342702",IITA,Farmer's Pride
Osu1761-2019,IITA,Ikoyi,Osun,7.2525647,4.3349998,2019,Breeder Seed,Dixon,0.86,Ha,"7.2525647,4.3349998",IITA,Dixon
Osu1824-2019,IITA,Ikoyi,Osun,6.575257,3.352965,2019,Breeder Seed,Sunshine,0.88,Ha,"6.575257,3.352965",IITA,Sunshine
Osu2668-2019,IITA,Ikoyi,Osun,7.2525647,4.3349998,2019,Breeder Seed,TMS-IBA070539,0.81,Ha,"7.2525647,4.3349998",IITA,Others
Osu1476-2019,IITA,Ikoyi,Osun,7.252139,4.3351607,2019,Breeder Seed,TMEB419,2.13,Ha,"7.252139,4.3351607",IITA,TMEB419
Osu2106-2019,IITA,Ikoyi,Osun,7.2522986,4.3341522,2019,Breeder Seed,Ayaya,0.81,Ha,"7.2522986,4.3341522",IITA,Ayaya
Osu1598-2019,IITA,Ikoyi,Osun,7.2515962,4.3337767,2019,Breeder Seed,Farmers_Pride,0.5,Ha,"7.2515962,4.3337767",IITA,Farmer's Pride
Osu4743-2018,IITA,Ikoyi,Osun,7.2525008,4.3338196,2018,Breeder Seed,Dixon,0.54,Ha,"7.2525008,4.3338196",IITA,Dixon
OSU1351-2018,IITA,Ikoyi,Osun,7.1,4.2,2018,Breeder Seed,TMS-IBA070539,0.47,Ha,"7.1,4.2",IITA,Others
Osu7828-2018,IITA,Ikoyi,Osun,7.2517132,4.3345384,2018,Breeder Seed,Sunshine,0.5,Ha,"7.2517132,4.3345384",IITA,Sunshine
Ben8833-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.585938333333333,9.33513,2019,Certified Seed,TMEB419,1.5,Ha,"7.585938333333333,9.33513",FJDP,TMEB419
Ben1186-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.579205,9.330783333333333,2019,Certified Seed,TMEB419,1.2,Ha,"7.579205,9.330783333333333",FJDP,TMEB419
Ben2940-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.578721666666667,9.331975,2019,Certified Seed,TMEB419,1.3,Ha,"7.578721666666667,9.331975",FJDP,TMEB419
Ben2597-2019,FJDP Katsina-ala Diocese.,Katsina-Ala.,Benue,7.213771666666665,9.331996666666669,2019,Certified Seed,Farmers_Pride,0.3,Ha,"7.213771666666665,9.331996666666669",FJDP,Farmer's Pride
Ben2886-2019,FJDP Katsina-ala Diocese.,Katsina-Ala.,Benue,7.216365,9.332815,2019,Certified Seed,TMEB419,0.7,Ha,"7.216365,9.332815",FJDP,TMEB419
Ben1391-2019,FJDP Katsina-ala Diocese.,Katsina-Ala.,Benue,7.301555,9.38007,2019,Certified Seed,TMEB419,0.7,Ha,"7.301555,9.38007",FJDP,TMEB419
Ben1495-2019,FJDP Katsina-ala Diocese.,Katsina-Ala.,Benue,7.301706666666666,9.378586666666669,2019,Certified Seed,TMEB419,0.3,Ha,"7.301706666666666,9.378586666666669",FJDP,TMEB419
Ben2060-2019,FJDP Katsina-ala Diocese.,Katsina-Ala.,Benue,7.189240000000001,9.31569,2019,Certified Seed,TMEB419,0.5,Ha,"7.189240000000001,9.31569",FJDP,TMEB419
Ben4242-2019,FJDP Katsina-ala Diocese.,Zaki - Biam.,Benue,7.622215,9.67613,2019,Certified Seed,Farmers_Pride,1.4,Ha,"7.622215,9.67613",FJDP,Farmer's Pride
Ben2473-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.67933,9.267215,2019,Certified Seed,TMEB419,1.0,Ha,"7.67933,9.267215",FJDP,TMEB419
Ben6464-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.677809999999999,9.268438333333334,2019,Certified Seed,Dixon,0.6,Ha,"7.677809999999999,9.268438333333334",FJDP,Dixon
Ben1641-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.680720000000001,9.269351666666669,2019,Certified Seed,TMEB419,0.4,Ha,"7.680720000000001,9.269351666666669",FJDP,TMEB419
Ben2328-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.677554999999999,9.264791666666667,2019,Certified Seed,Dixon,0.5,Ha,"7.677554999999999,9.264791666666667",FJDP,Dixon
Ben1628-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.679963333333334,9.246591666666664,2019,Certified Seed,TMEB419,1.0,Ha,"7.679963333333334,9.246591666666664",FJDP,TMEB419
Ben1586-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.686228333333334,9.27177,2019,Certified Seed,TMEB419,0.8,Ha,"7.686228333333334,9.27177",FJDP,TMEB419
Ben4202-2019,FJDP.,Ugba.,Benue,7.685996666666667,9.272846666666668,2019,Certified Seed,TMEB419,0.5,Ha,"7.685996666666667,9.272846666666668",FJDP.,TMEB419
Ben2485-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.68316,9.273728333333334,2019,Certified Seed,TMEB419,0.9,Ha,"7.68316,9.273728333333334",FJDP,TMEB419
Ben2146-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.681263333333334,9.272818333333332,2019,Certified Seed,TMEB419,1.2,Ha,"7.681263333333334,9.272818333333332",FJDP,TMEB419
Ben2458-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.680466666666666,9.272495,2019,Certified Seed,Dixon,1.2,Ha,"7.680466666666666,9.272495",FJDP,Dixon
Ben8383-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.670579999999999,9.283005,2019,Certified Seed,TMEB419,1.8,Ha,"7.670579999999999,9.283005",FJDP,TMEB419
Ben4695-2019,FJDP Katsina-ala Diocese.,Ugba.,Benue,7.666368333333333,9.287591666666666,2019,Certified Seed,Dixon,1.0,Ha,"7.666368333333333,9.287591666666666",FJDP,Dixon
Ben1118-2019,Caritas Gboko,Awajir,Benue,7.177201666666667,8.13467,2019,Certified Seed,TMEB419,1.0,Ha,"7.177201666666667,8.13467",Caritas,TMEB419
Ben1137-2019,Caritars Gboko,Gboko,Benue,7.177161666666666,8.134681666666667,2019,Certified Seed,TMEB419,1.0,Ha,"7.177161666666666,8.134681666666667",Caritars,TMEB419
Ben1617-2019,Caritas gboko,Amua,Benue,7.2530649,4.3339162,2019,Certified Seed,TMEB419,1.0,Ha,"7.2530649,4.3339162",Caritas,TMEB419
Ben1370-2019,Caritas Gboko,Awajir,Benue,7.176990000000001,8.134696666666667,2019,Certified Seed,TMEB419,1.0,Ha,"7.176990000000001,8.134696666666667",Caritas,TMEB419
Ben2261-2019,KHF,Adikpo,Benue,6.983169999999999,9.386026666666668,2019,Certified Seed,TMEB419,0.7,Ha,"6.983169999999999,9.386026666666668",KHF,TMEB419
Ben8052-2019,KHF,"Adikpo,Kwande",Benue,7.061838333333332,9.321288333333332,2019,Foundation Seed,Farmers_Pride,1.0,Ha,"7.061838333333332,9.321288333333332",KHF,Farmer's Pride
Ben1021-2019,KHF,Adikpo,Benue,7.082598333333334,9.324168333333336,2019,Certified Seed,TMEB419,0.8,Ha,"7.082598333333334,9.324168333333336",KHF,TMEB419
Ben8052-2019,KHF,Vandeikya,Benue,6.915153333333334,9.160955,2019,Certified Seed,TMEB419,0.3,Ha,"6.915153333333334,9.160955",KHF,TMEB419
Ben8337-2019,KHF,Adikpo,Benue,6.8247833333333325,9.329338333333334,2019,Certified Seed,TMEB419,0.4,Ha,"6.8247833333333325,9.329338333333334",KHF,TMEB419
Ben2608-2019,KHF,Adikpo,Benue,6.99874,8.961143333333332,2019,Certified Seed,TMEB419,0.7,Ha,"6.99874,8.961143333333332",KHF,TMEB419
Ben4643-2019,KHF,Gboko,Benue,7.219793333333333,9.039221666666666,2019,Foundation Seed,Dixon,0.7,Ha,"7.219793333333333,9.039221666666666",KHF,Dixon
Ben1757-2019,Green Hub VSE COOEPERATIVE Group,Otukpo,Benue,7.103933333333333,8.176131666666667,2019,Foundation Seed,TMEB419,1.5,Ha,"7.103933333333333,8.176131666666667",Green,TMEB419
Ben2517-2019,"Green Hub VSE Cooperative Group,Otukpo",Otukpo,Benue,7.154003333333333,8.134486666666668,2019,Foundation Seed,TMEB419,0.51,Ha,"7.154003333333333,8.134486666666668",Green,TMEB419
Ben2501-2019,"Green Hub VSE Cooperative Group,JDPC Otukpo",Otukpo,Benue,7.154025,8.134258333333333,2019,Foundation Seed,Fineface,0.49,Ha,"7.154025,8.134258333333333",Green,Fineface
Ben3551-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Otukpo,Benue,7.159011666666667,8.134861666666666,2019,Foundation Seed,TMEB419,1.5,Ha,"7.159011666666667,8.134861666666666",Green,TMEB419
Ben3004-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Otukpo,Benue,7.114205,8.100201666666667,2019,Foundation Seed,TMEB419,1.5,Ha,"7.114205,8.100201666666667",Green,TMEB419
Ben9744-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Oju Town,Benue,6.855626666666666,8.3304,2019,Foundation Seed,TMEB419,1.0,Ha,"6.855626666666666,8.3304",Green,TMEB419
Ben1202-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Oju Town,Benue,6.916868333333333,8.445706666666666,2019,Foundation Seed,TMEB419,2.3,Ha,"6.916868333333333,8.445706666666666",Green,TMEB419
Ben2654-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Oju Town,Benue,6.942776666666667,8.438076666666666,2019,Foundation Seed,TMEB419,0.8,Ha,"6.942776666666667,8.438076666666666",Green,TMEB419
Ben4568-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Oju Town,Benue,6.931983333333333,8.439585,2019,Foundation Seed,TMEB419,1.2,Ha,"6.931983333333333,8.439585",Green,TMEB419
Ben2840-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Oju Town,Benue,6.856328333333333,8.410086666666666,2019,Foundation Seed,TMEB419,1.0,Ha,"6.856328333333333,8.410086666666666",Green,TMEB419
Ben1859-2019,KHF,"Adikpo,Kwande",Benue,7.063098333333333,9.318656666666667,2019,Certified Seed,TMEB419,1.0,Ha,"7.063098333333333,9.318656666666667",KHF,TMEB419
Ben2340-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Otukpo,Benue,7.112396666666666,8.099883333333334,2019,Foundation Seed,TMEB419,0.5,Ha,"7.112396666666666,8.099883333333334",Green,TMEB419
Ben6372-2019,KHF,Gboko,Benue,7.138665,9.029393333333331,2019,Foundation Seed,Dixon,1.4,Ha,"7.138665,9.029393333333331",KHF,Dixon
Ben2072-2019,KHF,Gboko,Benue,7.220856666666666,9.039711666666667,2019,Foundation Seed,Dixon,0.4,Ha,"7.220856666666666,9.039711666666667",KHF,Dixon
Ben2298-2019,"Green Hub VSE Cooperative Group, JDPC Otukpo",Otukpo,Benue,7.1539166666666665,8.134381666666666,2019,Foundation Seed,TMEB419,0.95,Ha,"7.1539166666666665,8.134381666666666",Green,TMEB419
Ben6401-2019,KHF,Adikpo,Benue,7.007653333333334,8.941695000000001,2019,Certified Seed,TMEB419,1.5,Ha,"7.007653333333334,8.941695000000001",KHF,TMEB419
Ben4046-2019,"Green Hub VSE COOEPERATIVE Group, JDPC Otukpo",Otukpo,Benue,7.101889999999999,8.180106666666667,2019,Foundation Seed,TMEB419,1.2,Ha,"7.101889999999999,8.180106666666667",Green,TMEB419
Ben2888-2019,KHF,Adikpo,Benue,6.835998333333333,9.331096666666667,2019,Certified Seed,TMEB419,0.8,Ha,"6.835998333333333,9.331096666666667",KHF,TMEB419
Ben4260-2019,KHF,Adikpo,Benue,7.061728333333334,9.32061,2019,Certified Seed,TMEB419,1.0,Ha,"7.061728333333334,9.32061",KHF,TMEB419
Ben1278-2019,KHF,Vandeikya,Benue,6.91604,9.159703333333333,2019,Certified Seed,TMEB419,0.6,Ha,"6.91604,9.159703333333333",KHF,TMEB419
Ben1492-2018,Caritas Gboko,Lessel,Benue,7.004226666666667,8.841418333333333,2018,Certified Seed,Fineface,0.5,Ha,"7.004226666666667,8.841418333333333",Caritas,Fineface
Ben9023-2019,Caritas Gboko,Gboko,Benue,7.345430000000001,8.93351,2019,Certified Seed,TMEB419,1.4,Ha,"7.345430000000001,8.93351",Caritas,TMEB419
Ben1340-2019,(CRS) Caritas Gboko,Buruku,Benue,7.447456666666667,9.167908333333331,2019,Certified Seed,TMEB419,0.7,Ha,"7.447456666666667,9.167908333333331",(CRS),TMEB419
Ben1182-2019,Caritas Gboko,Buruku,Benue,7.498885,9.243235,2019,Certified Seed,TMEB419,0.4,Ha,"7.498885,9.243235",Caritas,TMEB419
Ben2816-2019,Caritas Gboko,Buruku,Benue,7.4932033333333345,9.15816,2019,Certified Seed,TMEB419,0.9,Ha,"7.4932033333333345,9.15816",Caritas,TMEB419
Ben5442-2019,Caritas Gboko,Lessel,Benue,7.028765000000001,8.874455000000001,2019,Certified Seed,Dixon,1.0,Ha,"7.028765000000001,8.874455000000001",Caritas,Dixon
Ben2814-2019,Caritas Gboko,Lessel,Benue,7.030209999999999,8.873595,2019,Certified Seed,TMEB419,0.3,Ha,"7.030209999999999,8.873595",Caritas,TMEB419
Ben1767-2019,Caritas Gboko,Lessel,Benue,7.018551666666667,8.866165,2019,Certified Seed,TMEB419,0.4,Ha,"7.018551666666667,8.866165",Caritas,TMEB419
Ben1872-2019,Caritas Gboko,Lessel,Benue,7.0166,8.863633333333333,2019,Certified Seed,TMEB419,1.0,Ha,"7.0166,8.863633333333333",Caritas,TMEB419
Ben2871-2019,Caritas Gboko,Agbeede,Benue,7.067246666666667,8.803653333333333,2019,Certified Seed,TMEB419,1.1,Ha,"7.067246666666667,8.803653333333333",Caritas,TMEB419
Ben2406-2019,Caritas Gboko,Gboko,Benue,7.381449999999999,9.036231666666668,2019,Certified Seed,TMEB419,0.2,Ha,"7.381449999999999,9.036231666666668",Caritas,TMEB419
Ben1229-2019,Caritas Gboko,Gboko,Benue,7.354996666666667,9.141166666666669,2019,Certified Seed,TMEB419,0.6,Ha,"7.354996666666667,9.141166666666669",Caritas,TMEB419
Ben2784-2019,Caritas Gboko,Gboko,Benue,7.298069999999999,9.070225,2019,Certified Seed,TMEB419,0.6,Ha,"7.298069999999999,9.070225",Caritas,TMEB419
Ben2571-2019,Caritas Gboko,Gboko,Benue,7.233468333333334,8.840668333333333,2019,Certified Seed,TMEB419,0.5,Ha,"7.233468333333334,8.840668333333333",Caritas,TMEB419
Ben1940-2019,Caritas Gboko,Gboko,Benue,7.233834999999999,8.844015,2019,Certified Seed,TMEB419,0.2,Ha,"7.233834999999999,8.844015",Caritas,TMEB419
Ben4935-2019,Caritas Gboko,Gboko,Benue,7.247436666666666,8.724056666666666,2019,Certified Seed,TMEB419,1.0,Ha,"7.247436666666666,8.724056666666666",Caritas,TMEB419
Ben2928-2019,(CRS) Caritas Gboko,Gboko,Benue,7.246053333333333,8.724798333333332,2019,Certified Seed,TMEB419,1.0,Ha,"7.246053333333333,8.724798333333332",(CRS),TMEB419
Ben7304-2019,Caritas Gboko,Jov-Ikyandan.,Benue,7.256604999999999,8.579711666666666,2019,Certified Seed,TMEB419,0.8,Ha,"7.256604999999999,8.579711666666666",Caritas,TMEB419
Ben1921-2019,Caritas Gboko,Awajir Konshisha,Benue,7.19735,8.524056666666667,2019,Certified Seed,TMEB419,0.9,Ha,"7.19735,8.524056666666667",Caritas,TMEB419
Ben3982-2019,Caritas Gboko,Awajir Konshisha,Benue,7.1968966666666665,8.531368333333335,2019,Certified Seed,TMEB419,0.4,Ha,"7.1968966666666665,8.531368333333335",Caritas,TMEB419
Ben2926-2019,Caritas Gboko,Gboko,Benue,7.285223333333333,8.886085000000001,2019,Certified Seed,TMEB419,0.3,Ha,"7.285223333333333,8.886085000000001",Caritas,TMEB419
Ben2685-2019,Caritas Gboko,Gboko,Benue,7.283953333333333,8.88627,2019,Certified Seed,TMEB419,0.2,Ha,"7.283953333333333,8.88627",Caritas,TMEB419
Ben2753-2019,Caritas Gboko,Aliade,Benue,7.224265000000001,8.587876666666666,2019,Certified Seed,TMEB419,1.4,Ha,"7.224265000000001,8.587876666666666",Caritas,TMEB419
Ben1772-2019,Caritas Gboko,Aliade,Benue,7.221546666666668,8.586445,2019,Certified Seed,TMEB419,0.6,Ha,"7.221546666666668,8.586445",Caritas,TMEB419
Ben1292-2019,Caritas Gboko,Awajir,Benue,7.225466666666667,8.588051666666667,2019,Certified Seed,TMEB419,0.3,Ha,"7.225466666666667,8.588051666666667",Caritas,TMEB419
Ben2733-2019,Caritas Gboko,Aliade,Benue,7.328261666666666,8.556926666666667,2019,Certified Seed,TMEB419,0.5,Ha,"7.328261666666666,8.556926666666667",Caritas,TMEB419
Ben1861-2019,Caritas Gboko,Awajir,Benue,7.303025000000001,8.55041,2019,Certified Seed,TMEB419,0.5,Ha,"7.303025000000001,8.55041",Caritas,TMEB419
